basket_id,customer_id,zone_code,ts_local,items,amount_aed,daypart,sample
B0007074,C00915,DXB-MOE,2026-06-24T14:00,1,18.0,midday,1
B0007075,C01909,DXB-MOE,2026-06-24T14:00,1,32.0,midday,1
B0007076,C01073,DXB-MAR,2026-06-24T15:00,1,26.0,midday,1
B0007077,C01355,DXB-MOE,2026-06-24T16:00,2,50.0,midday,1
B0007078,C02299,DXB-DTN,2026-06-24T18:00,1,18.0,evening,1
B0007079,C01127,DXB-DEI,2026-06-24T18:00,2,50.0,evening,1
B0007080,C01127,DXB-DTN,2026-06-24T19:00,3,90.0,evening,1
B0007081,C01746,DXB-MAR,2026-06-24T21:00,1,32.0,evening,1
B0007082,C01769,DXB-DEI,2026-06-24T21:00,1,26.0,evening,1
B0007083,C00226,DXB-MAR,2026-06-24T22:00,2,64.0,evening,1
B0007084,C02100,DXB-DEI,2026-06-25T07:00,2,42.0,morning,1
B0007085,C00514,DXB-MAR,2026-06-25T08:00,3,68.0,morning,1
B0007086,C00777,DXB-DEI,2026-06-25T08:00,1,24.0,morning,1
B0007087,C01220,DXB-DEI,2026-06-25T08:00,3,88.0,morning,1
B0007088,C00156,DXB-MOE,2026-06-25T10:00,1,32.0,morning,1
B0007089,C01513,DXB-DTN,2026-06-25T11:00,1,18.0,midday,1
B0007090,C00808,DXB-DEI,2026-06-25T17:00,1,32.0,evening,1
B0007091,C00382,DXB-DTN,2026-06-25T18:00,1,26.0,evening,1
B0007092,C01289,DXB-DEI,2026-06-25T18:00,4,86.0,evening,1
B0007093,C00220,DXB-MOE,2026-06-25T19:00,1,18.0,evening,1
B0007094,C01496,DXB-MOE,2026-06-25T20:00,2,50.0,evening,1
B0007095,C01964,DXB-MAR,2026-06-25T20:00,1,26.0,evening,1
B0007096,C01980,DXB-DTN,2026-06-25T21:00,1,32.0,evening,1
B0007097,C00667,DXB-MOE,2026-06-25T21:00,2,50.0,evening,1
B0007098,C02075,DXB-DTN,2026-06-25T22:00,3,60.0,evening,1
B0007099,C00444,DXB-MAR,2026-06-26T07:00,1,24.0,morning,1
B0007100,C02260,DXB-DEI,2026-06-26T07:00,1,24.0,morning,1
B0007101,C01515,DXB-DEI,2026-06-26T08:00,1,26.0,morning,1
B0007102,C00898,DXB-DEI,2026-06-26T08:00,1,26.0,morning,1
B0007103,C00409,DXB-DTN,2026-06-26T09:00,1,32.0,morning,1
B0007104,C00087,DXB-DTN,2026-06-26T09:00,1,18.0,morning,1
B0007105,C00928,DXB-DEI,2026-06-26T09:00,2,50.0,morning,1
B0007106,C01026,DXB-DTN,2026-06-26T10:00,2,56.0,morning,1
B0007107,C01683,DXB-MOE,2026-06-26T10:00,2,50.0,morning,1
B0007108,C00568,DXB-MOE,2026-06-26T11:00,2,50.0,midday,1
B0007109,C00783,DXB-MOE,2026-06-26T15:00,2,52.0,midday,1
B0007110,C00262,DXB-DTN,2026-06-26T17:00,2,50.0,evening,1
B0007111,C00284,DXB-DTN,2026-06-26T17:00,1,32.0,evening,1
B0007112,C01424,DXB-MOE,2026-06-26T17:00,2,52.0,evening,1
B0007113,C00712,DXB-MAR,2026-06-26T17:00,1,32.0,evening,1
B0007114,C02331,DXB-DEI,2026-06-26T17:00,1,24.0,evening,1
B0007115,C01114,DXB-MOE,2026-06-26T18:00,2,58.0,evening,1
B0007116,C01309,DXB-DTN,2026-06-26T19:00,1,32.0,evening,1
B0007117,C01631,DXB-MAR,2026-06-26T19:00,1,24.0,evening,1
B0007118,C02362,DXB-MOE,2026-06-26T20:00,3,88.0,evening,1
B0007119,C00505,DXB-DTN,2026-06-26T21:00,1,32.0,evening,1
B0007120,C01546,DXB-MOE,2026-06-26T22:00,1,26.0,evening,1
B0007121,C00209,DXB-MOE,2026-06-26T22:00,3,74.0,evening,1
B0007122,C02398,DXB-MOE,2026-06-26T22:00,1,32.0,evening,1
B0007123,C00746,DXB-MAR,2026-06-26T23:00,1,26.0,evening,1
B0007124,C02098,DXB-MOE,2026-06-27T08:00,1,24.0,morning,1
B0007125,C00123,DXB-DTN,2026-06-27T09:00,1,18.0,morning,1
B0007126,C00773,DXB-DTN,2026-06-27T09:00,1,32.0,morning,1
B0007127,C00049,DXB-MOE,2026-06-27T09:00,1,18.0,morning,1
B0007128,C02110,DXB-MAR,2026-06-27T09:00,1,18.0,morning,1
B0007129,C02216,DXB-MAR,2026-06-27T13:00,2,56.0,midday,1
B0007130,C00444,DXB-MOE,2026-06-27T14:00,1,26.0,midday,1
B0007131,C00860,DXB-DTN,2026-06-27T18:00,2,64.0,evening,1
B0007132,C00495,DXB-DTN,2026-06-27T18:00,1,24.0,evening,1
B0007133,C01631,DXB-MOE,2026-06-27T19:00,3,74.0,evening,1
B0007134,C00975,DXB-MAR,2026-06-27T20:00,1,18.0,evening,1
B0007135,C00883,DXB-MOE,2026-06-27T22:00,1,18.0,evening,1
B0007136,C02010,DXB-MAR,2026-06-27T22:00,2,50.0,evening,1
B0007137,C00655,DXB-MAR,2026-06-27T22:00,2,50.0,evening,1
B0007138,C00135,DXB-MAR,2026-06-27T23:00,2,58.0,evening,1
B0007139,C02076,DXB-DTN,2026-06-28T07:00,2,48.0,morning,1
B0007140,C02130,DXB-DEI,2026-06-28T07:00,1,32.0,morning,1
B0007141,C02012,DXB-MOE,2026-06-28T09:00,1,24.0,morning,1
B0007142,C00041,DXB-MAR,2026-06-28T09:00,1,32.0,morning,1
B0007143,C01383,DXB-DTN,2026-06-28T10:00,1,18.0,morning,1
B0007144,C01076,DXB-DTN,2026-06-28T11:00,1,32.0,midday,1
B0007145,C00170,DXB-MOE,2026-06-28T11:00,1,26.0,midday,1
B0007146,C01175,DXB-DTN,2026-06-28T12:00,2,52.0,midday,1
B0007147,C01967,DXB-MOE,2026-06-28T12:00,2,50.0,midday,1
B0007148,C01735,DXB-MOE,2026-06-28T13:00,1,24.0,midday,1
B0007149,C01131,DXB-MOE,2026-06-28T16:00,2,50.0,midday,1
B0007150,C01563,DXB-DTN,2026-06-28T18:00,2,48.0,evening,1
B0007151,C02237,DXB-MOE,2026-06-28T18:00,2,58.0,evening,1
B0007152,C01336,DXB-MAR,2026-06-28T18:00,2,58.0,evening,1
B0007153,C02203,DXB-DTN,2026-06-28T19:00,1,24.0,evening,1
B0007154,C02158,DXB-DTN,2026-06-28T19:00,1,26.0,evening,1
B0007155,C01907,DXB-DEI,2026-06-28T19:00,1,26.0,evening,1
B0007156,C02373,DXB-DTN,2026-06-28T20:00,1,26.0,evening,1
B0007157,C00002,DXB-MOE,2026-06-28T20:00,1,18.0,evening,1
B0007158,C00570,DXB-DTN,2026-06-28T22:00,2,44.0,evening,1
B0007159,C01527,DXB-MAR,2026-06-28T22:00,1,24.0,evening,1
B0007160,C00444,DXB-MAR,2026-06-28T23:00,1,32.0,evening,1
B0007161,C02357,DXB-DTN,2026-06-29T07:00,2,50.0,morning,1
B0007162,C01786,DXB-DEI,2026-06-29T07:00,1,24.0,morning,1
B0007163,C00068,DXB-DTN,2026-06-29T08:00,3,76.0,morning,1
B0007164,C01154,DXB-MOE,2026-06-29T08:00,2,44.0,morning,1
B0007165,C00299,DXB-DTN,2026-06-29T09:00,2,58.0,morning,1
B0007166,C01093,DXB-MOE,2026-06-29T09:00,3,76.0,morning,1
B0007167,C00305,DXB-MOE,2026-06-29T09:00,1,26.0,morning,1
B0007168,C01487,DXB-MOE,2026-06-29T10:00,1,24.0,morning,1
B0007169,C00665,DXB-DTN,2026-06-29T11:00,3,68.0,midday,1
B0007170,C01337,DXB-MOE,2026-06-29T11:00,1,18.0,midday,1
B0007171,C01126,DXB-DTN,2026-06-29T12:00,1,32.0,midday,1
B0007172,C00471,DXB-DTN,2026-06-29T12:00,2,58.0,midday,1
B0007173,C01779,DXB-DTN,2026-06-29T15:00,2,48.0,midday,1
B0007174,C00953,DXB-MOE,2026-06-29T16:00,2,48.0,midday,1
B0007175,C01254,DXB-MAR,2026-06-29T17:00,2,50.0,evening,1
B0007176,C00444,DXB-MOE,2026-06-29T18:00,3,74.0,evening,1
B0007177,C01413,DXB-MOE,2026-06-29T18:00,2,42.0,evening,1
B0007178,C00444,DXB-MAR,2026-06-29T18:00,1,24.0,evening,1
B0007179,C01802,DXB-MOE,2026-06-29T19:00,3,66.0,evening,1
B0007180,C02086,DXB-MAR,2026-06-29T19:00,3,76.0,evening,1
B0007181,C01864,DXB-MAR,2026-06-29T19:00,1,32.0,evening,1
B0007182,C00379,DXB-MAR,2026-06-29T20:00,2,50.0,evening,1
B0007183,C00498,DXB-MAR,2026-06-29T21:00,1,32.0,evening,1
B0007184,C02281,DXB-MOE,2026-06-29T22:00,2,50.0,evening,1
B0007185,C00488,DXB-MAR,2026-06-29T23:00,2,36.0,evening,1
B0007186,C00624,DXB-DTN,2026-06-30T07:00,2,42.0,morning,1
B0007187,C02025,DXB-MAR,2026-06-30T07:00,1,24.0,morning,1
B0007188,C01852,DXB-MAR,2026-06-30T08:00,2,50.0,morning,1
B0007189,C00485,DXB-DTN,2026-06-30T09:00,1,18.0,morning,1
B0007190,C02045,DXB-DEI,2026-06-30T09:00,4,102.0,morning,1
B0007191,C01458,DXB-DTN,2026-06-30T10:00,2,44.0,morning,1
B0007192,C01350,DXB-DTN,2026-06-30T10:00,1,26.0,morning,1
B0007193,C00763,DXB-MOE,2026-06-30T10:00,1,32.0,morning,1
B0007194,C00495,DXB-DTN,2026-06-30T11:00,1,32.0,midday,1
B0007195,C01154,DXB-MOE,2026-06-30T11:00,3,82.0,midday,1
B0007196,C01942,DXB-MOE,2026-06-30T11:00,2,42.0,midday,1
B0007197,C00095,DXB-DEI,2026-06-30T11:00,2,50.0,midday,1
B0007198,C02208,DXB-DTN,2026-06-30T13:00,1,32.0,midday,1
B0007199,C02262,DXB-DTN,2026-06-30T14:00,3,76.0,midday,1
B0007200,C00130,DXB-MAR,2026-06-30T14:00,1,24.0,midday,1
B0007201,C02129,DXB-MAR,2026-06-30T15:00,1,24.0,midday,1
B0007202,C01046,DXB-DTN,2026-06-30T16:00,2,50.0,midday,1
B0007203,C01173,DXB-DTN,2026-06-30T16:00,2,50.0,midday,1
B0007204,C02223,DXB-MOE,2026-06-30T17:00,2,52.0,evening,1
B0007205,C00794,DXB-MAR,2026-06-30T18:00,3,74.0,evening,1
B0007206,C00150,DXB-DTN,2026-06-30T20:00,2,58.0,evening,1
B0007207,C00860,DXB-MAR,2026-06-30T20:00,1,26.0,evening,1
B0007208,C00412,DXB-MAR,2026-06-30T20:00,3,90.0,evening,1
B0007209,C01863,DXB-MAR,2026-06-30T20:00,2,48.0,evening,1
B0007210,C02061,DXB-DEI,2026-06-30T20:00,1,18.0,evening,1
B0007211,C00483,DXB-DTN,2026-06-30T22:00,2,48.0,evening,1
B0007212,C01861,DXB-DTN,2026-06-30T22:00,1,26.0,evening,1
B0007213,C01119,DXB-MOE,2026-06-30T22:00,1,32.0,evening,1
B0007214,C01921,DXB-DEI,2026-07-01T06:00,3,80.0,morning,1
B0007215,C00068,DXB-DEI,2026-07-01T06:00,2,48.0,morning,1
B0007216,C00092,DXB-MAR,2026-07-01T08:00,2,44.0,morning,1
B0007217,C01032,DXB-DTN,2026-07-01T10:00,2,52.0,morning,1
B0007218,C01613,DXB-DTN,2026-07-01T15:00,1,18.0,midday,1
B0007219,C00819,DXB-MOE,2026-07-01T16:00,1,24.0,midday,1
B0007220,C02074,DXB-DTN,2026-07-01T17:00,1,32.0,evening,1
B0007221,C02165,DXB-DEI,2026-07-01T20:00,2,42.0,evening,1
B0007222,C00488,DXB-MOE,2026-07-01T21:00,1,18.0,evening,1
B0007223,C01912,DXB-MAR,2026-07-01T21:00,2,56.0,evening,1
B0007224,C00022,DXB-MAR,2026-07-01T21:00,2,44.0,evening,1
B0007225,C00495,DXB-MOE,2026-07-01T22:00,2,58.0,evening,1
B0007226,C00824,DXB-MOE,2026-07-02T08:00,2,50.0,morning,1
B0007227,C00871,DXB-MAR,2026-07-02T08:00,3,80.0,morning,1
B0007228,C02004,DXB-DTN,2026-07-02T09:00,3,82.0,morning,1
B0007229,C02082,DXB-MOE,2026-07-02T11:00,1,24.0,midday,1
B0007230,C01422,DXB-DEI,2026-07-02T12:00,1,26.0,midday,1
B0007231,C01127,DXB-DTN,2026-07-02T14:00,1,24.0,midday,1
B0007232,C00444,DXB-DTN,2026-07-02T15:00,3,60.0,midday,1
B0007233,C01935,DXB-MOE,2026-07-02T15:00,1,24.0,midday,1
B0007234,C01091,DXB-MAR,2026-07-02T15:00,2,64.0,midday,1
B0007235,C00413,DXB-DTN,2026-07-02T16:00,2,56.0,midday,1
B0007236,C02051,DXB-DEI,2026-07-02T17:00,4,106.0,evening,1
B0007237,C01351,DXB-MOE,2026-07-02T18:00,1,32.0,evening,1
B0007238,C01554,DXB-DEI,2026-07-02T18:00,2,50.0,evening,1
B0007239,C00621,DXB-MOE,2026-07-02T19:00,2,56.0,evening,1
B0007240,C01766,DXB-DTN,2026-07-02T20:00,2,56.0,evening,1
B0007241,C00063,DXB-MOE,2026-07-02T21:00,1,24.0,evening,1
B0007242,C02338,DXB-MAR,2026-07-02T21:00,1,18.0,evening,1
B0007243,C00165,DXB-MAR,2026-07-02T21:00,1,18.0,evening,1
B0007244,C00540,DXB-DEI,2026-07-02T21:00,2,56.0,evening,1
B0007245,C00524,DXB-MAR,2026-07-02T22:00,1,18.0,evening,1
B0007246,C01980,DXB-MAR,2026-07-02T23:00,2,58.0,evening,1
B0007247,C00032,DXB-MAR,2026-07-02T23:00,2,50.0,evening,1
B0007248,C00342,DXB-MAR,2026-07-02T23:00,1,18.0,evening,1
B0007249,C00770,DXB-DEI,2026-07-03T07:00,2,52.0,morning,1
B0007250,C01114,DXB-DEI,2026-07-03T07:00,2,50.0,morning,1
B0007251,C01672,DXB-MOE,2026-07-03T09:00,3,74.0,morning,1
B0007252,C00135,DXB-MAR,2026-07-03T10:00,2,50.0,morning,1
B0007253,C01646,DXB-DTN,2026-07-03T11:00,1,32.0,midday,1
B0007254,C00203,DXB-MAR,2026-07-03T11:00,3,74.0,midday,1
B0007255,C00540,DXB-DEI,2026-07-03T11:00,2,52.0,midday,1
B0007256,C01489,DXB-MOE,2026-07-03T13:00,1,18.0,midday,1
B0007257,C00180,DXB-DEI,2026-07-03T14:00,1,26.0,midday,1
B0007258,C01340,DXB-MOE,2026-07-03T15:00,1,18.0,midday,1
B0007259,C02260,DXB-MOE,2026-07-03T15:00,1,18.0,midday,1
B0007260,C00096,DXB-MOE,2026-07-03T15:00,1,18.0,midday,1
B0007261,C00440,DXB-DEI,2026-07-03T16:00,5,130.0,midday,1
B0007262,C01172,DXB-DTN,2026-07-03T17:00,2,64.0,evening,1
B0007263,C01032,DXB-MAR,2026-07-03T17:00,1,26.0,evening,1
B0007264,C02098,DXB-DTN,2026-07-03T19:00,1,18.0,evening,1
B0007265,C01440,DXB-MAR,2026-07-03T19:00,1,24.0,evening,1
B0007266,C00835,DXB-DTN,2026-07-03T21:00,1,26.0,evening,1
B0007267,C01780,DXB-DTN,2026-07-03T21:00,2,56.0,evening,1
B0007268,C01298,DXB-MOE,2026-07-03T21:00,1,18.0,evening,1
B0007269,C00290,DXB-MAR,2026-07-04T07:00,2,58.0,morning,1
B0007270,C00863,DXB-DEI,2026-07-04T07:00,1,18.0,morning,1
B0007271,C00763,DXB-DTN,2026-07-04T08:00,2,42.0,morning,1
B0007272,C01802,DXB-MOE,2026-07-04T08:00,2,58.0,morning,1
B0007273,C01094,DXB-MOE,2026-07-04T09:00,2,50.0,morning,1
B0007274,C02076,DXB-MOE,2026-07-04T10:00,1,18.0,morning,1
B0007275,C00928,DXB-DEI,2026-07-04T10:00,3,66.0,morning,1
B0007276,C00605,DXB-MAR,2026-07-04T11:00,3,62.0,midday,1
B0007277,C01060,DXB-MOE,2026-07-04T13:00,2,50.0,midday,1
B0007278,C01454,DXB-MOE,2026-07-04T14:00,1,18.0,midday,1
B0007279,C00264,DXB-DEI,2026-07-04T14:00,1,18.0,midday,1
B0007280,C00519,DXB-MAR,2026-07-04T16:00,4,106.0,midday,1
B0007281,C01792,DXB-DEI,2026-07-04T16:00,2,56.0,midday,1
B0007282,C00557,DXB-DTN,2026-07-04T17:00,1,18.0,evening,1
B0007283,C00264,DXB-MOE,2026-07-04T18:00,1,26.0,evening,1
B0007284,C01852,DXB-MOE,2026-07-04T19:00,1,24.0,evening,1
B0007285,C02202,DXB-MAR,2026-07-04T20:00,1,26.0,evening,1
B0007286,C01141,DXB-MAR,2026-07-04T21:00,1,24.0,evening,1
B0007287,C01626,DXB-MAR,2026-07-04T21:00,2,50.0,evening,1
B0007288,C01699,DXB-MOE,2026-07-04T22:00,2,64.0,evening,1
B0007289,C02081,DXB-MAR,2026-07-04T23:00,1,32.0,evening,1
B0007290,C00426,DXB-DTN,2026-07-05T09:00,3,74.0,morning,1
B0007291,C01584,DXB-MAR,2026-07-05T09:00,2,50.0,morning,1
B0007292,C00264,DXB-MAR,2026-07-05T09:00,2,56.0,morning,1
B0007293,C00547,DXB-DEI,2026-07-05T09:00,3,84.0,morning,1
B0007294,C00145,DXB-DEI,2026-07-05T09:00,1,26.0,morning,1
B0007295,C01461,DXB-MOE,2026-07-05T10:00,1,18.0,morning,1
B0007296,C00486,DXB-DEI,2026-07-05T15:00,1,26.0,midday,1
B0007297,C02182,DXB-DTN,2026-07-05T16:00,3,74.0,midday,1
B0007298,C00586,DXB-DTN,2026-07-05T16:00,1,18.0,midday,1
B0007299,C00888,DXB-DTN,2026-07-05T16:00,1,18.0,midday,1
B0007300,C00020,DXB-DTN,2026-07-05T16:00,1,24.0,midday,1
B0007301,C01653,DXB-MOE,2026-07-05T18:00,3,82.0,evening,1
B0007302,C00786,DXB-MAR,2026-07-05T18:00,2,52.0,evening,1
B0007303,C01907,DXB-MOE,2026-07-05T19:00,2,58.0,evening,1
B0007304,C00778,DXB-MOE,2026-07-05T20:00,1,24.0,evening,1
B0007305,C00867,DXB-MAR,2026-07-05T20:00,1,18.0,evening,1
B0007306,C00164,DXB-MAR,2026-07-05T20:00,2,42.0,evening,1
B0007307,C01393,DXB-MAR,2026-07-05T21:00,1,24.0,evening,1
B0007308,C01475,DXB-MAR,2026-07-05T21:00,1,18.0,evening,1
B0007309,C01503,DXB-MOE,2026-07-05T22:00,1,26.0,evening,1
B0007310,C01489,DXB-DTN,2026-07-06T07:00,1,32.0,morning,1
B0007311,C00256,DXB-DTN,2026-07-06T08:00,1,18.0,morning,1
B0007312,C02263,DXB-DEI,2026-07-06T08:00,2,50.0,morning,1
B0007313,C01802,DXB-DEI,2026-07-06T08:00,2,50.0,morning,1
B0007314,C02182,DXB-DTN,2026-07-06T09:00,1,18.0,morning,1
B0007315,C01788,DXB-MOE,2026-07-06T09:00,2,58.0,morning,1
B0007316,C01133,DXB-DEI,2026-07-06T09:00,2,50.0,morning,1
B0007317,C00068,DXB-DTN,2026-07-06T10:00,1,26.0,morning,1
B0007318,C01783,DXB-MOE,2026-07-06T10:00,1,32.0,morning,1
B0007319,C00445,DXB-MAR,2026-07-06T10:00,1,26.0,morning,1
B0007320,C02088,DXB-MOE,2026-07-06T11:00,2,56.0,midday,1
B0007321,C00759,DXB-MOE,2026-07-06T12:00,1,18.0,midday,1
B0007322,C00165,DXB-MOE,2026-07-06T12:00,1,26.0,midday,1
B0007323,C01226,DXB-MOE,2026-07-06T17:00,3,82.0,evening,1
B0007324,C02338,DXB-MOE,2026-07-06T18:00,2,50.0,evening,1
B0007325,C00395,DXB-DTN,2026-07-06T19:00,1,32.0,evening,1
B0007326,C02219,DXB-MAR,2026-07-06T19:00,2,50.0,evening,1
B0007327,C01496,DXB-DTN,2026-07-06T21:00,2,36.0,evening,1
B0007328,C01971,DXB-DEI,2026-07-07T06:00,1,24.0,morning,1
B0007329,C00236,DXB-DEI,2026-07-07T07:00,2,50.0,morning,1
B0007330,C02298,DXB-DTN,2026-07-07T09:00,3,68.0,morning,1
B0007331,C02269,DXB-DTN,2026-07-07T09:00,2,42.0,morning,1
B0007332,C02397,DXB-MOE,2026-07-07T09:00,3,68.0,morning,1
B0007333,C01832,DXB-MAR,2026-07-07T09:00,1,18.0,morning,1
B0007334,C00622,DXB-MAR,2026-07-07T10:00,1,32.0,morning,1
B0007335,C00570,DXB-MOE,2026-07-07T12:00,1,18.0,midday,1
B0007336,C00079,DXB-MOE,2026-07-07T12:00,3,76.0,midday,1
B0007337,C01337,DXB-DEI,2026-07-07T12:00,1,24.0,midday,1
B0007338,C02257,DXB-DTN,2026-07-07T13:00,4,116.0,midday,1
B0007339,C00352,DXB-MOE,2026-07-07T14:00,2,48.0,midday,1
B0007340,C01735,DXB-MAR,2026-07-07T17:00,1,32.0,evening,1
B0007341,C00570,DXB-DTN,2026-07-07T19:00,2,52.0,evening,1
B0007342,C01040,DXB-MAR,2026-07-07T19:00,1,26.0,evening,1
B0007343,C01716,DXB-MAR,2026-07-07T22:00,1,24.0,evening,1
B0007344,C01613,DXB-MAR,2026-07-07T23:00,1,32.0,evening,1
B0007345,C01128,DXB-DEI,2026-07-08T06:00,1,24.0,morning,1
B0007346,C01802,DXB-DTN,2026-07-08T07:00,1,32.0,morning,1
B0007347,C00016,DXB-DTN,2026-07-08T07:00,3,76.0,morning,1
B0007348,C01719,DXB-DEI,2026-07-08T07:00,1,26.0,morning,1
B0007349,C00866,DXB-MOE,2026-07-08T08:00,1,32.0,morning,1
B0007350,C01097,DXB-MOE,2026-07-08T09:00,2,56.0,morning,1
B0007351,C01536,DXB-DTN,2026-07-08T10:00,1,32.0,morning,1
B0007352,C01824,DXB-MOE,2026-07-08T10:00,1,24.0,morning,1
B0007353,C01383,DXB-MOE,2026-07-08T10:00,2,48.0,morning,1
B0007354,C02010,DXB-MOE,2026-07-08T10:00,1,18.0,morning,1
B0007355,C01695,DXB-DTN,2026-07-08T12:00,4,88.0,midday,1
B0007356,C01777,DXB-MOE,2026-07-08T15:00,2,58.0,midday,1
B0007357,C01320,DXB-DTN,2026-07-08T17:00,3,80.0,evening,1
B0007358,C00379,DXB-DTN,2026-07-08T18:00,3,62.0,evening,1
B0007359,C00368,DXB-MOE,2026-07-08T18:00,2,50.0,evening,1
B0007360,C01462,DXB-DTN,2026-07-08T19:00,2,50.0,evening,1
B0007361,C00777,DXB-DTN,2026-07-08T20:00,1,24.0,evening,1
B0007362,C02338,DXB-MAR,2026-07-08T20:00,3,90.0,evening,1
B0007363,C01441,DXB-DEI,2026-07-08T20:00,2,52.0,evening,1
B0007364,C02182,DXB-DEI,2026-07-09T07:00,2,58.0,morning,1
B0007365,C00665,DXB-MAR,2026-07-09T08:00,1,32.0,morning,1
B0007366,C00495,DXB-DTN,2026-07-09T09:00,3,68.0,morning,1
B0007367,C02200,DXB-MOE,2026-07-09T10:00,1,18.0,morning,1
B0007368,C01653,DXB-DEI,2026-07-09T10:00,2,50.0,morning,1
B0007369,C00463,DXB-MAR,2026-07-09T11:00,1,32.0,midday,1
B0007370,C01472,DXB-MAR,2026-07-09T12:00,2,52.0,midday,1
B0007371,C00810,DXB-DTN,2026-07-09T15:00,2,64.0,midday,1
B0007372,C00256,DXB-MAR,2026-07-09T15:00,4,96.0,midday,1
B0007373,C01662,DXB-DTN,2026-07-09T16:00,1,24.0,midday,1
B0007374,C00875,DXB-MOE,2026-07-09T16:00,1,18.0,midday,1
B0007375,C00076,DXB-MOE,2026-07-09T16:00,2,58.0,midday,1
B0007376,C00186,DXB-MAR,2026-07-09T17:00,1,24.0,evening,1
B0007377,C00655,DXB-MOE,2026-07-09T18:00,1,26.0,evening,1
B0007378,C00988,DXB-MAR,2026-07-09T18:00,2,58.0,evening,1
B0007379,C00322,DXB-MAR,2026-07-09T18:00,1,24.0,evening,1
B0007380,C00449,DXB-DTN,2026-07-09T19:00,1,32.0,evening,1
B0007381,C01582,DXB-DTN,2026-07-09T19:00,1,24.0,evening,1
B0007382,C01760,DXB-MOE,2026-07-09T19:00,2,44.0,evening,1
B0007383,C01432,DXB-MAR,2026-07-09T19:00,3,66.0,evening,1
B0007384,C02054,DXB-DTN,2026-07-09T20:00,2,42.0,evening,1
B0007385,C01491,DXB-MAR,2026-07-09T20:00,2,52.0,evening,1
B0007386,C02148,DXB-DTN,2026-07-09T21:00,1,32.0,evening,1
B0007387,C02366,DXB-MOE,2026-07-09T21:00,1,18.0,evening,1
B0007388,C02338,DXB-MOE,2026-07-09T21:00,1,32.0,evening,1
B0007389,C00108,DXB-MAR,2026-07-09T23:00,2,56.0,evening,1
B0007390,C01337,DXB-MAR,2026-07-09T23:00,2,50.0,evening,1
B0007391,C00860,DXB-DEI,2026-07-10T06:00,1,32.0,morning,1
B0007392,C02227,DXB-DTN,2026-07-10T07:00,1,24.0,morning,1
B0007393,C02070,DXB-DTN,2026-07-10T07:00,1,18.0,morning,1
B0007394,C01997,DXB-MOE,2026-07-10T08:00,1,26.0,morning,1
B0007395,C01639,DXB-DEI,2026-07-10T08:00,2,50.0,morning,1
B0007396,C01645,DXB-DTN,2026-07-10T09:00,2,36.0,morning,1
B0007397,C00868,DXB-MOE,2026-07-10T09:00,2,56.0,morning,1
B0007398,C01519,DXB-DTN,2026-07-10T10:00,2,64.0,morning,1
B0007399,C00778,DXB-DTN,2026-07-10T10:00,1,24.0,morning,1
B0007400,C02351,DXB-MOE,2026-07-10T11:00,1,32.0,midday,1
B0007401,C01802,DXB-MOE,2026-07-10T12:00,1,32.0,midday,1
B0007402,C00338,DXB-MOE,2026-07-10T12:00,2,42.0,midday,1
B0007403,C00135,DXB-MAR,2026-07-10T12:00,3,76.0,midday,1
B0007404,C00106,DXB-MOE,2026-07-10T13:00,2,58.0,midday,1
B0007405,C00450,DXB-DEI,2026-07-10T13:00,1,32.0,midday,1
B0007406,C00419,DXB-MOE,2026-07-10T15:00,3,70.0,midday,1
B0007407,C00108,DXB-DTN,2026-07-10T17:00,3,96.0,evening,1
B0007408,C02357,DXB-MAR,2026-07-10T17:00,1,18.0,evening,1
B0007409,C00495,DXB-MAR,2026-07-10T17:00,1,26.0,evening,1
B0007410,C01491,DXB-MOE,2026-07-10T18:00,3,62.0,evening,1
B0007411,C00260,DXB-DEI,2026-07-10T18:00,2,58.0,evening,1
B0007412,C01411,DXB-DTN,2026-07-10T19:00,1,24.0,evening,1
B0007413,C00966,DXB-MAR,2026-07-10T19:00,4,98.0,evening,1
B0007414,C01456,DXB-MAR,2026-07-10T19:00,4,112.0,evening,1
B0007415,C01149,DXB-MOE,2026-07-10T20:00,1,26.0,evening,1
B0007416,C00550,DXB-MOE,2026-07-10T21:00,1,24.0,evening,1
B0007417,C00688,DXB-MOE,2026-07-10T21:00,1,32.0,evening,1
B0007418,C00656,DXB-MAR,2026-07-10T21:00,3,68.0,evening,1
B0007419,C02182,DXB-MAR,2026-07-10T22:00,1,32.0,evening,1
B0007420,C02153,DXB-MAR,2026-07-11T07:00,2,64.0,morning,1
B0007421,C01043,DXB-DEI,2026-07-11T07:00,3,68.0,morning,1
B0007422,C01829,DXB-MOE,2026-07-11T08:00,1,18.0,morning,1
B0007423,C00872,DXB-MAR,2026-07-11T08:00,3,78.0,morning,1
B0007424,C01268,DXB-MAR,2026-07-11T08:00,2,52.0,morning,1
B0007425,C01428,DXB-DEI,2026-07-11T08:00,1,32.0,morning,1
B0007426,C02320,DXB-DTN,2026-07-11T09:00,1,24.0,morning,1
B0007427,C01852,DXB-DTN,2026-07-11T09:00,1,18.0,morning,1
B0007428,C00334,DXB-DTN,2026-07-11T10:00,2,50.0,morning,1
B0007429,C01994,DXB-MOE,2026-07-11T10:00,1,24.0,morning,1
B0007430,C01463,DXB-MOE,2026-07-11T10:00,1,24.0,morning,1
B0007431,C01337,DXB-MAR,2026-07-11T10:00,2,50.0,morning,1
